species,family,freshwater,marine,depth_min,depth_max,depth_cat
Coccorella_atlantica,Evermannellidae,0,1,50,1000,deep
Evermannella_balbo,Evermannellidae,0,1,100,1000,deep
Evermannella_indica,Evermannellidae,0,1,500,800,intermediate
Cheilopogon_abei,Exocoetidae,0,1,0,20,shallow
Cheilopogon_atrisignis,Exocoetidae,0,1,0,10,shallow
Cheilopogon_cyanopterus,Exocoetidae,0,1,0,20,shallow
Cheilopogon_dorsomacula,Exocoetidae,0,1,0,20,shallow
Cheilopogon_furcatus,Exocoetidae,0,1,0,20,shallow
Cheilopogon_melanurus,Exocoetidae,0,1,0,20,shallow
Cheilopogon_pinnatibarbatus_pinnatibarbatus,Exocoetidae,0,1,0,10,shallow
Cheilopogon_pitcairnensis,Exocoetidae,0,1,0,20,shallow
Cheilopogon_spilonotopterus,Exocoetidae,0,1,0,20,shallow
Cheilopogon_unicolor,Exocoetidae,0,1,0,10,shallow
Cypselurus_angusticeps,Exocoetidae,0,1,0,20,shallow
Cypselurus_hexazona,Exocoetidae,0,1,0,20,shallow
Cypselurus_poecilopterus,Exocoetidae,0,1,0,20,shallow
Exocoetus_monocirrhus,Exocoetidae,0,1,0,20,shallow
Exocoetus_obtusirostris,Exocoetidae,0,1,0,20,shallow
Exocoetus_volitans,Exocoetidae,0,1,0,20,shallow
Hirundichthys_affinis,Exocoetidae,0,1,0,100,shallow
Hirundichthys_albimaculatus,Exocoetidae,0,1,0,20,shallow
Hirundichthys_oxycephalus,Exocoetidae,0,1,0,20,shallow
Parexocoetus_brachypterus,Exocoetidae,0,1,0,20,shallow
Parexocoetus_mento,Exocoetidae,0,1,0,20,shallow
Prognichthys_brevipinnis,Exocoetidae,0,1,0,20,shallow
Prognichthys_sealei,Exocoetidae,0,1,0,20,shallow
Fistularia_commersonii,Fistulariidae,0,1,0,132,shallow
Fistularia_petimba,Fistulariidae,0,1,10,200,intermediate
Fundulus_majalis,Fundulidae,0,1,0,1,shallow
Lucania_parva,Fundulidae,1,1,0,2,shallow
Arctogadus_glacialis,Gadidae,0,1,0,1000,deep
Boreogadus_saida,Gadidae,0,1,0,400,intermediate
Eleginus_gracilis,Gadidae,1,1,0,300,intermediate
Gadiculus_argenteus,Gadidae,0,1,100,1000,deep
Gadus_macrocephalus,Gadidae,0,1,10,1280,deep
Gadus_morhua,Gadidae,0,1,0,600,intermediate
Melanogrammus_aeglefinus,Gadidae,0,1,10,450,intermediate
Merlangius_merlangus,Gadidae,0,1,10,200,intermediate
Microgadus_proximus,Gadidae,0,1,0,275,intermediate
Microgadus_tomcod,Gadidae,1,1,0,69,shallow
Micromesistius_australis,Gadidae,0,1,50,900,intermediate
Micromesistius_poutassou,Gadidae,0,1,150,3000,deep
Pollachius_pollachius,Gadidae,0,1,40,200,intermediate
Pollachius_virens,Gadidae,0,1,37,364,intermediate
Raniceps_raninus,Gadidae,0,1,0,100,shallow
Trisopterus_esmarkii,Gadidae,0,1,50,300,intermediate
Trisopterus_luscus,Gadidae,0,1,30,100,shallow
Trisopterus_minutus,Gadidae,0,1,1,440,intermediate
Gaidropsarus_argentatus,Gaidropsaridae,0,1,150,2260,deep
Gaidropsarus_biscayensis,Gaidropsaridae,0,1,80,600,intermediate
Gaidropsarus_ensis,Gaidropsaridae,0,1,0,2000,deep
Gaidropsarus_mediterraneus,Gaidropsaridae,0,1,1,450,intermediate
Gaidropsarus_vulgaris,Gaidropsaridae,0,1,20,120,shallow
Apeltes_quadracus,Gasterosteidae,1,1,0,3,shallow
Gasterosteus_aculeatus,Gasterosteidae,1,1,0,100,shallow
Pungitius_pungitius,Gasterosteidae,1,1,0,110,shallow
Diplospinus_multistriatus,Gempylidae,0,1,50,1000,deep
Gempylus_serpens,Gempylidae,0,1,0,600,intermediate
Lepidocybium_flavobrunneum,Gempylidae,0,1,200,1100,deep
Nealotus_tripes,Gempylidae,0,1,914,1646,deep
Neoepinnula_americana,Gempylidae,0,1,184,457,intermediate
Neoepinnula_orientalis,Gempylidae,0,1,200,570,intermediate
Nesiarchus_nasutus,Gempylidae,0,1,200,1200,deep
Paradiplospinus_antarcticus,Gempylidae,0,1,0,2830,deep
Promethichthys_prometheus,Gempylidae,0,1,80,800,intermediate
Rexea_antefurcata,Gempylidae,0,1,230,920,intermediate
Rexea_prometheoides,Gempylidae,0,1,135,540,intermediate
Rexea_solandri,Gempylidae,0,1,100,800,intermediate
Ruvettus_pretiosus,Gempylidae,0,1,100,800,intermediate
Thyrsites_atun,Gempylidae,0,1,0,550,intermediate
Diapterus_peruvianus,Gerreidae,0,1,1,30,shallow
Diapterus_rhombeus,Gerreidae,0,1,9,70,shallow
Eucinostomus_argenteus,Gerreidae,1,1,0,12,shallow
Eucinostomus_currani,Gerreidae,1,1,10,60,shallow
Eucinostomus_gula,Gerreidae,1,1,0,55,shallow
Eucinostomus_melanopterus,Gerreidae,1,1,0,25,shallow
Gerres_cinereus,Gerreidae,1,1,1,15,shallow
Gerres_erythrourus,Gerreidae,0,1,1,40,shallow
Gerres_filamentosus,Gerreidae,1,1,1,50,shallow
Gerres_longirostris,Gerreidae,1,1,0,50,shallow
Gerres_macracanthus,Gerreidae,0,1,1,22,shallow
Gerres_oblongus,Gerreidae,0,1,0,50,shallow
Gerres_oyena,Gerreidae,0,1,0,20,shallow
Gigantactis_vanhoeffeni,Gigantactinidae,0,1,300,5300,deep
Gigantura_indica,Giganturidae,0,1,17,2100,deep
Girella_elevata,Girellidae,0,1,0,25,shallow
Girella_leonina,Girellidae,0,1,1,15,shallow
Girella_nigricans,Girellidae,0,1,2,30,shallow
Girella_tricuspidata,Girellidae,0,1,0,20,shallow
Glaucosoma_hebraicum,Glaucosomatidae,0,1,1,200,intermediate
Apletodon_incognitus,Gobiesocidae,0,1,2,19,shallow
Diademichthys_lineatus,Gobiesocidae,0,1,3,20,shallow
Discotrema_crinophilum,Gobiesocidae,0,1,8,20,shallow
Discotrema_monogrammum,Gobiesocidae,0,1,6,20,shallow
Gobiesox_maeandricus,Gobiesocidae,0,1,0,8,shallow
Gobiesox_rhessodon,Gobiesocidae,0,1,0,11,shallow
Lepadichthys_lineatus,Gobiesocidae,0,1,5,25,shallow
Acanthogobius_flavimanus,Gobiidae,1,1,1,6,shallow
Amblyeleotris_aurora,Gobiidae,0,1,5,40,shallow
Amblyeleotris_fasciata,Gobiidae,0,1,4,20,shallow
Amblyeleotris_guttata,Gobiidae,0,1,10,40,shallow
Amblyeleotris_gymnocephala,Gobiidae,0,1,5,35,shallow
Amblyeleotris_periophthalma,Gobiidae,0,1,5,35,shallow
Amblyeleotris_steinitzi,Gobiidae,0,1,2,43,shallow
Amblyeleotris_wheeleri,Gobiidae,0,1,5,40,shallow
Amblyeleotris_yanoi,Gobiidae,0,1,3,35,shallow
Amblygobius_decussatus,Gobiidae,0,1,3,25,shallow
Amblygobius_nocturnus,Gobiidae,0,1,1,30,shallow
Amblygobius_sphynx,Gobiidae,0,1,1,20,shallow
Aphia_minuta,Gobiidae,0,1,0,97,shallow
Arenigobius_bifrenatus,Gobiidae,0,1,0,1,shallow
Aruma_histrio,Gobiidae,0,1,0,14,shallow
Asterropteryx_ensifera,Gobiidae,0,1,6,40,shallow
Asterropteryx_semipunctata,Gobiidae,0,1,1,20,shallow
Awaous_guamensis,Gobiidae,1,1,1,1000,deep
Awaous_ocellaris,Gobiidae,1,1,0,5,shallow
Barbulifer_ceuthoecus,Gobiidae,0,1,0,5,shallow
Bathygobius_coalitus,Gobiidae,0,1,0,5,shallow
Bathygobius_cocosensis,Gobiidae,0,1,0,10,shallow
Bathygobius_cotticeps,Gobiidae,0,1,0,6,shallow
Bathygobius_fuscus,Gobiidae,1,1,0,6,shallow
Bathygobius_soporator,Gobiidae,1,1,0,16,shallow
Bollmannia_communis,Gobiidae,0,1,10,120,shallow
Bryaninops_natans,Gobiidae,0,1,7,27,shallow
Bryaninops_ridens,Gobiidae,0,1,6,30,shallow
Bryaninops_yongei,Gobiidae,0,1,3,45,shallow
Buenia_affinis,Gobiidae,0,1,3,25,shallow
Cabillus_tongarevae,Gobiidae,0,1,0,9,shallow
Caffrogobius_saldanha,Gobiidae,0,1,0,7,shallow
Callogobius_bifasciatus,Gobiidae,0,1,2,17,shallow
Callogobius_sclateri,Gobiidae,0,1,1,37,shallow
Cerdale_floridana,Gobiidae,0,1,0,30,shallow
Chaenogobius_gulosus,Gobiidae,0,1,0,2,shallow
Clevelandia_ios,Gobiidae,0,1,0,2,shallow
Coryphopterus_dicrus,Gobiidae,0,1,3,20,shallow
Coryphopterus_eidolon,Gobiidae,0,1,6,30,shallow
Coryphopterus_glaucofraenum,Gobiidae,0,1,2,45,shallow
Coryphopterus_hyalinus,Gobiidae,0,1,8,52,shallow
Coryphopterus_lipernes,Gobiidae,0,1,0,13,shallow
Coryphopterus_personatus,Gobiidae,0,1,3,46,shallow
Coryphopterus_punctipectophorus,Gobiidae,0,1,18,37,shallow
Coryphopterus_thrix,Gobiidae,0,1,10,20,shallow
Croilia_mossambica,Gobiidae,1,1,1,16,shallow
Cryptocentrus_albidorsus,Gobiidae,0,1,1,5,shallow
Cryptocentrus_cinctus,Gobiidae,0,1,1,25,shallow
Cryptocentrus_cyanotaenia,Gobiidae,0,1,1,12,shallow
Cryptocentrus_inexplicatus,Gobiidae,0,1,3,6,shallow
Cryptocentrus_leptocephalus,Gobiidae,0,1,0,18,shallow
Cryptocentrus_nigrocellatus,Gobiidae,0,1,3,10,shallow
Cryptocentrus_pavoninoides,Gobiidae,0,1,1,15,shallow
Cryptocentrus_strigilliceps,Gobiidae,0,1,0,15,shallow
Crystallogobius_linearis,Gobiidae,0,1,1,400,intermediate
Ctenogobiops_aurocingulus,Gobiidae,0,1,2,44,shallow
Ctenogobiops_crocineus,Gobiidae,0,1,1,15,shallow
Ctenogobiops_feroculus,Gobiidae,0,1,1,20,shallow
Ctenogobiops_maculosus,Gobiidae,0,1,1,20,shallow
Ctenogobiops_mitodes,Gobiidae,0,1,9,21,shallow
Ctenogobiops_tangaroai,Gobiidae,0,1,4,40,shallow
Ctenogobius_saepepallens,Gobiidae,0,1,0,40,shallow
Elacatinus_chancei,Gobiidae,0,1,10,30,shallow
Elacatinus_evelynae,Gobiidae,0,1,1,53,shallow
Elacatinus_figaro,Gobiidae,0,1,3,20,shallow
Elacatinus_horsti,Gobiidae,0,1,7,27,shallow
Elacatinus_oceanops,Gobiidae,0,1,1,45,shallow
Elacatinus_puncticulatus,Gobiidae,0,1,2,6,shallow
Elacatinus_xanthiprora,Gobiidae,0,1,7,26,shallow
Eviota_afelei,Gobiidae,0,1,0,3,shallow
Eviota_albolineata,Gobiidae,0,1,0,3,shallow
Eviota_guttata,Gobiidae,0,1,1,15,shallow
Eviota_indica,Gobiidae,0,1,2,5,shallow
Eviota_lachdeberei,Gobiidae,0,1,3,20,shallow
Eviota_prasina,Gobiidae,0,1,0,65,shallow
Eviota_spilota,Gobiidae,0,1,0,9,shallow
Eviota_winterbottomi,Gobiidae,0,1,0,30,shallow
Exyrias_belissimus,Gobiidae,0,1,1,30,shallow
Exyrias_puntang,Gobiidae,0,1,0,5,shallow
Favonigobius_melanobranchus,Gobiidae,0,1,0,5,shallow
Favonigobius_reichei,Gobiidae,1,1,0,5,shallow
Fusigobius_duospilus,Gobiidae,0,1,1,46,shallow
Fusigobius_inframaculatus,Gobiidae,0,1,2,30,shallow
Fusigobius_neophytus,Gobiidae,0,1,0,25,shallow
Fusigobius_signipinnis,Gobiidae,0,1,3,30,shallow
Glossogobius_giuris,Gobiidae,1,1,0,5,shallow
Gnatholepis_anjerensis,Gobiidae,0,1,1,46,shallow
Gnatholepis_cauerensis,Gobiidae,0,1,2,50,shallow
Gnatholepis_knighti,Gobiidae,0,1,0,5,shallow
Gnatholepis_ophthalmotaenia,Gobiidae,0,1,0,12,shallow
Gnatholepis_thompsoni,Gobiidae,0,1,0,50,shallow
Gobiodon_ceramensis,Gobiidae,0,1,2,15,shallow
Gobiodon_citrinus,Gobiidae,0,1,0,20,shallow
Gobiodon_prolixus,Gobiidae,0,1,0,21,shallow
Gobiodon_quinquestrigatus,Gobiidae,0,1,0,70,shallow
Gobiodon_rivulatus,Gobiidae,1,1,0,78,shallow
Gobiosoma_chiquita,Gobiidae,0,1,0,10,shallow
Gobius_auratus,Gobiidae,0,1,5,80,shallow
Gobius_bucchichi,Gobiidae,0,1,1,8,shallow
Gobius_cobitis,Gobiidae,0,1,10,35,shallow
Gobius_couchi,Gobiidae,0,1,0,10,shallow
Gobius_cruentatus,Gobiidae,0,1,15,40,shallow
Gobius_fallax,Gobiidae,0,1,0,32,shallow
Gobius_niger,Gobiidae,0,1,1,96,shallow
Gobius_paganellus,Gobiidae,1,1,0,15,shallow
Gobius_vittatus,Gobiidae,0,1,15,85,shallow
Gobius_xanthocephalus,Gobiidae,0,1,3,36,shallow
Gunnellichthys_monostigma,Gobiidae,0,1,1,20,shallow
Istigobius_decoratus,Gobiidae,0,1,1,25,shallow
Istigobius_ornatus,Gobiidae,0,1,0,5,shallow
Istigobius_rigilius,Gobiidae,0,1,0,30,shallow
Knipowitschia_caucasica,Gobiidae,1,1,0,2,shallow
Lepidogobius_lepidus,Gobiidae,0,1,0,201,intermediate
Lesueurigobius_friesii,Gobiidae,0,1,10,130,shallow
Lythrypnus_brasiliensis,Gobiidae,0,1,0,15,shallow
Lythrypnus_crocodilus,Gobiidae,0,1,1,18,shallow
Lythrypnus_dalli,Gobiidae,0,1,0,76,shallow
Lythrypnus_elasson,Gobiidae,0,1,0,11,shallow
Lythrypnus_gilberti,Gobiidae,0,1,1,40,shallow
Lythrypnus_pulchellus,Gobiidae,0,1,2,70,shallow
Lythrypnus_rhizophora,Gobiidae,0,1,1,20,shallow
Lythrypnus_zebra,Gobiidae,0,1,0,97,shallow
Mahidolia_mystacina,Gobiidae,0,1,5,20,shallow
Microdesmus_longipinnis,Gobiidae,0,1,5,10,shallow
Microgobius_microlepis,Gobiidae,0,1,0,36,shallow
Millerigobius_macrocephalus,Gobiidae,0,1,6,10,shallow
Myersina_filifer,Gobiidae,0,1,6,25,shallow
Nemateleotris_decora,Gobiidae,0,1,25,70,shallow
Nemateleotris_magnifica,Gobiidae,0,1,6,70,shallow
Oplopomus_oplopomus,Gobiidae,0,1,1,30,shallow
Oxyurichthys_ophthalmonema,Gobiidae,1,1,1,30,shallow
Oxyurichthys_papuensis,Gobiidae,0,1,1,50,shallow
Paragobiodon_modestus,Gobiidae,0,1,3,15,shallow
Paratrypauchen_microcephalus,Gobiidae,0,1,0,10,shallow
Parioglossus_dotui,Gobiidae,0,1,0,5,shallow
Periophthalmus_argentilineatus,Gobiidae,1,1,0,1,shallow
Periophthalmus_kalolo,Gobiidae,0,1,0,2,shallow
Pleurosicya_micheli,Gobiidae,0,1,10,50,shallow
Pleurosicya_prognatha,Gobiidae,0,1,3,15,shallow
Pomatoschistus_bathi,Gobiidae,0,1,7,14,shallow
Pomatoschistus_lozanoi,Gobiidae,0,1,70,80,shallow
Pomatoschistus_marmoratus,Gobiidae,1,1,20,70,shallow
Pomatoschistus_microps,Gobiidae,1,1,0,12,shallow
Pomatoschistus_minutus,Gobiidae,0,1,4,200,intermediate
Pomatoschistus_norvegicus,Gobiidae,0,1,18,325,intermediate
Pomatoschistus_pictus,Gobiidae,0,1,1,55,shallow
Priolepis_cincta,Gobiidae,0,1,1,70,shallow
Priolepis_eugenius,Gobiidae,0,1,1,26,shallow
Priolepis_hipoliti,Gobiidae,0,1,1,130,shallow
Priolepis_squamogena,Gobiidae,0,1,1,24,shallow
Priolepis_triops,Gobiidae,0,1,15,24,shallow
Psammogobius_biocellatus,Gobiidae,1,1,0,3,shallow
Ptereleotris_calliura,Gobiidae,0,1,5,50,shallow
Ptereleotris_evides,Gobiidae,0,1,2,15,shallow
Ptereleotris_heteroptera,Gobiidae,0,1,5,46,shallow
Ptereleotris_microlepis,Gobiidae,0,1,1,50,shallow
Ptereleotris_monoptera,Gobiidae,0,1,6,50,shallow
Ptereleotris_zebra,Gobiidae,0,1,2,31,shallow
Pterogobius_zacalles,Gobiidae,0,1,5,30,shallow
Redigobius_bikolanus,Gobiidae,1,1,0,5,shallow
Rhinogobiops_nicholsii,Gobiidae,0,1,0,106,shallow
Sicyopterus_lagocephalus,Gobiidae,1,1,0,5,shallow
Signigobius_biocellatus,Gobiidae,0,1,1,30,shallow
Stonogobiops_xanthorhinica,Gobiidae,0,1,3,45,shallow
Tigrigobius_gemmatus,Gobiidae,0,1,0,10,shallow
Tigrigobius_janssi,Gobiidae,0,1,10,25,shallow
Tigrigobius_macrodon,Gobiidae,0,1,0,7,shallow
Tomiyamichthys_lanceolatus,Gobiidae,0,1,10,25,shallow
Tomiyamichthys_oni,Gobiidae,0,1,10,30,shallow
Trimma_benjamini,Gobiidae,0,1,1,90,shallow
Trimma_okinawae,Gobiidae,0,1,8,35,shallow
Trimmatom_eviotops,Gobiidae,0,1,0,5,shallow
Valenciennea_longipinnis,Gobiidae,0,1,2,30,shallow
Valenciennea_muralis,Gobiidae,0,1,1,15,shallow
Valenciennea_parva,Gobiidae,0,1,1,20,shallow
Valenciennea_puellaris,Gobiidae,0,1,2,84,shallow
Valenciennea_sexguttata,Gobiidae,0,1,3,25,shallow
Valenciennea_strigata,Gobiidae,0,1,1,25,shallow
Valenciennea_wardii,Gobiidae,0,1,5,88,shallow
Vanderhorstia_mertensi,Gobiidae,0,1,2,10,shallow
Zebrus_zebrus,Gobiidae,0,1,0,5,shallow
Gonorynchus_forsteri,Gonorynchidae,0,1,104,1233,deep
Gonorynchus_greyi,Gonorynchidae,0,1,1,160,shallow
Bonapartia_pedaliota,Gonostomatidae,0,1,100,1200,deep
Cyclothone_acclinidens,Gonostomatidae,0,1,0,4416,deep
Cyclothone_alba,Gonostomatidae,0,1,25,4938,deep
Cyclothone_atraria,Gonostomatidae,0,1,298,4938,deep
Cyclothone_kobayashii,Gonostomatidae,0,1,0,1058,deep
Cyclothone_livida,Gonostomatidae,0,1,300,2000,deep
Cyclothone_microdon,Gonostomatidae,0,1,200,5301,deep
Cyclothone_obscura,Gonostomatidae,0,1,900,3500,deep
Cyclothone_pallida,Gonostomatidae,0,1,16,4663,deep
Cyclothone_parapallida,Gonostomatidae,0,1,0,3140,deep
Cyclothone_pseudopallida,Gonostomatidae,0,1,0,4938,deep
Cyclothone_pygmaea,Gonostomatidae,0,1,500,1400,deep
Cyclothone_signata,Gonostomatidae,0,1,16,4938,deep
Gonostoma_atlanticum,Gonostomatidae,0,1,50,1352,deep
Gonostoma_denudatum,Gonostomatidae,0,1,100,700,intermediate
Margrethia_obtusirostra,Gonostomatidae,0,1,100,1739,deep
Sigmops_bathyphilus,Gonostomatidae,0,1,700,3000,deep
Sigmops_ebelingi,Gonostomatidae,0,1,0,2105,deep
Sigmops_gracilis,Gonostomatidae,0,1,0,4389,deep
Sigmops_longipinnis,Gonostomatidae,0,1,0,72,shallow
Gramma_loreto,Grammatidae,0,1,1,60,shallow
Gramma_melacara,Grammatidae,0,1,10,180,shallow
Lipogramma_anabantoides,Grammatidae,0,1,22,79,shallow
Lipogramma_trilineata,Grammatidae,0,1,5,95,shallow
Grammicolepis_brachiusculus,Grammicolepididae,0,1,300,1026,deep
Xenolepidichthys_dalgleishi,Grammicolepididae,0,1,128,885,intermediate
Anisotremus_davidsonii,Haemulidae,0,1,0,40,shallow
Anisotremus_interruptus,Haemulidae,0,1,3,30,shallow
Anisotremus_moricandi,Haemulidae,0,1,9,12,shallow
Anisotremus_scapularis,Haemulidae,0,1,3,30,shallow
Anisotremus_surinamensis,Haemulidae,0,1,0,20,shallow
Anisotremus_virginicus,Haemulidae,0,1,2,20,shallow
Brachydeuterus_auritus,Haemulidae,0,1,10,100,shallow
Conodon_nobilis,Haemulidae,0,1,1,100,shallow
Conodon_serrifer,Haemulidae,0,1,10,60,shallow
Diagramma_centurio,Haemulidae,0,1,3,50,shallow
Diagramma_pictum,Haemulidae,0,1,1,170,shallow
Emmelichthyops_atlanticus,Haemulidae,0,1,3,90,shallow
Haemulon_album,Haemulidae,0,1,20,60,shallow
Haemulon_boschmae,Haemulidae,0,1,0,100,shallow
Haemulon_carbonarium,Haemulidae,0,1,3,25,shallow
Haemulon_chrysargyreum,Haemulidae,0,1,0,25,shallow
Haemulon_flavolineatum,Haemulidae,0,1,0,60,shallow
Haemulon_macrostomum,Haemulidae,0,1,5,25,shallow
Haemulon_melanurum,Haemulidae,0,1,3,50,shallow
Haemulon_parra,Haemulidae,0,1,3,30,shallow
Haemulon_plumierii,Haemulidae,0,1,3,40,shallow
Haemulon_sciurus,Haemulidae,0,1,0,30,shallow
Haemulon_scudderii,Haemulidae,0,1,3,40,shallow
Haemulon_sexfasciatum,Haemulidae,0,1,3,30,shallow
Haemulon_steindachneri,Haemulidae,0,1,0,50,shallow
Haemulon_striatum,Haemulidae,0,1,10,100,shallow
Haemulon_vittatum,Haemulidae,0,1,15,50,shallow
Isacia_conceptionis,Haemulidae,0,1,0,50,shallow
Orthopristis_chalceus,Haemulidae,0,1,10,60,shallow
Orthopristis_ruber,Haemulidae,0,1,1,70,shallow
Parapristipoma_octolineatum,Haemulidae,0,1,1,60,shallow
Plectorhinchus_albovittatus,Haemulidae,0,1,2,50,shallow
Plectorhinchus_chaetodonoides,Haemulidae,0,1,1,30,shallow
Plectorhinchus_chrysotaenia,Haemulidae,0,1,6,70,shallow
Plectorhinchus_flavomaculatus,Haemulidae,0,1,2,25,shallow
Plectorhinchus_gibbosus,Haemulidae,1,1,8,25,shallow
Plectorhinchus_lessonii,Haemulidae,0,1,1,35,shallow
Plectorhinchus_lineatus,Haemulidae,0,1,1,35,shallow
Plectorhinchus_mediterraneus,Haemulidae,0,1,10,180,shallow
Plectorhinchus_pictus,Haemulidae,0,1,20,200,intermediate
Plectorhinchus_picus,Haemulidae,0,1,3,50,shallow
Plectorhinchus_playfairi,Haemulidae,0,1,0,80,shallow
Plectorhinchus_polytaenia,Haemulidae,0,1,5,40,shallow
Plectorhinchus_schotaf,Haemulidae,0,1,0,80,shallow
Plectorhinchus_sordidus,Haemulidae,0,1,2,25,shallow
Plectorhinchus_vittatus,Haemulidae,0,1,2,25,shallow
Pomadasys_argenteus,Haemulidae,1,1,15,115,shallow
Pomadasys_corvinaeformis,Haemulidae,1,1,26,50,shallow
Pomadasys_crocro,Haemulidae,1,1,0,120,shallow
Pomadasys_incisus,Haemulidae,0,1,10,100,shallow
Pomadasys_macracanthus,Haemulidae,0,1,1,30,shallow
Pomadasys_maculatus,Haemulidae,0,1,20,110,shallow
Pomadasys_olivaceus,Haemulidae,0,1,1,50,shallow
Pomadasys_panamensis,Haemulidae,0,1,10,60,shallow
Aldrovandia_affinis,Halosauridae,0,1,730,2560,deep
Aldrovandia_phalacra,Halosauridae,0,1,500,2300,deep
Halosauropsis_macrochir,Halosauridae,0,1,1100,3300,deep
Halosaurus_carinicauda,Halosauridae,0,1,797,1609,deep
Hapalogenys_analis,Hapalogenyidae,0,1,20,100,shallow
Hapalogenys_dampieriensis,Hapalogenyidae,0,1,87,230,intermediate
Euleptorhamphus_viridis,Hemiramphidae,0,1,0,1,shallow
Hemiramphus_brasiliensis,Hemiramphidae,0,1,0,5,shallow
Hemiramphus_far,Hemiramphidae,0,1,0,6,shallow
Hyporhamphus_affinis,Hemiramphidae,0,1,0,6,shallow
Hyporhamphus_dussumieri,Hemiramphidae,0,1,0,6,shallow
Hyporhamphus_melanochir,Hemiramphidae,0,1,0,20,shallow
Hyporhamphus_unifasciatus,Hemiramphidae,0,1,0,5,shallow
Nautichthys_pribilovius,Hemptripteridae,0,1,0,422,intermediate
Hexagrammos_lagocephalus,Hexagrammidae,0,1,0,596,intermediate
Hexagrammos_octogrammus,Hexagrammidae,0,1,0,200,intermediate
Hexagrammos_otakii,Hexagrammidae,0,1,139,155,shallow
Hexagrammos_stelleri,Hexagrammidae,0,1,0,300,intermediate
Ophiodon_elongatus,Hexagrammidae,0,1,0,475,intermediate
Oxylebius_pictus,Hexagrammidae,0,1,0,49,shallow
Pleurogrammus_azonus,Hexagrammidae,0,1,0,240,intermediate
Pleurogrammus_monopterygius,Hexagrammidae,0,1,0,720,intermediate
Himantolophus_albinares,Himantolophidae,0,1,330,1950,deep
Himantolophus_appelii,Himantolophidae,0,1,338,1360,deep
Himantolophus_sagamius,Himantolophidae,0,1,613,1200,deep
Holocentrus_adscensionis,Holocentridae,0,1,0,180,shallow
Holocentrus_rufus,Holocentridae,0,1,0,32,shallow
Myripristis_amaena,Holocentridae,0,1,25,52,shallow
Myripristis_berndti,Holocentridae,0,1,3,159,shallow
Myripristis_botche,Holocentridae,0,1,25,71,shallow
Myripristis_chryseres,Holocentridae,0,1,12,350,intermediate
Myripristis_hexagona,Holocentridae,0,1,3,40,shallow
Myripristis_jacobus,Holocentridae,0,1,0,210,intermediate
Myripristis_kuntee,Holocentridae,0,1,0,65,shallow
Myripristis_leiognathus,Holocentridae,0,1,3,24,shallow
Myripristis_murdjan,Holocentridae,0,1,1,50,shallow
Myripristis_pralinia,Holocentridae,0,1,8,50,shallow
Myripristis_randalli,Holocentridae,0,1,15,54,shallow
Myripristis_violacea,Holocentridae,0,1,3,30,shallow
Myripristis_vittata,Holocentridae,0,1,3,80,shallow
Neoniphon_argenteus,Holocentridae,0,1,3,20,shallow
Neoniphon_aurolineatus,Holocentridae,0,1,30,188,shallow
Neoniphon_marianus,Holocentridae,0,1,1,70,shallow
Neoniphon_opercularis,Holocentridae,0,1,3,25,shallow
Neoniphon_sammara,Holocentridae,0,1,0,46,shallow
Ostichthys_japonicus,Holocentridae,0,1,90,240,intermediate
Ostichthys_trachypoma,Holocentridae,0,1,37,550,intermediate
Plectrypops_lima,Holocentridae,0,1,5,40,shallow
Sargocentron_caudimaculatum,Holocentridae,0,1,2,40,shallow
Sargocentron_cornutum,Holocentridae,0,1,6,40,shallow
Sargocentron_coruscum,Holocentridae,0,1,1,30,shallow
Sargocentron_diadema,Holocentridae,0,1,1,60,shallow
Sargocentron_inaequalis,Holocentridae,0,1,6,10,shallow
Sargocentron_ittodai,Holocentridae,0,1,5,70,shallow
Sargocentron_melanospilos,Holocentridae,0,1,5,90,shallow
Sargocentron_microstoma,Holocentridae,0,1,1,183,shallow
Sargocentron_praslin,Holocentridae,0,1,1,20,shallow
Sargocentron_punctatissimum,Holocentridae,0,1,0,183,shallow
Sargocentron_rubrum,Holocentridae,0,1,1,84,shallow
Sargocentron_seychellense,Holocentridae,0,1,2,6,shallow
Sargocentron_spiniferum,Holocentridae,0,1,1,122,shallow
Sargocentron_tiere,Holocentridae,0,1,1,183,shallow
Sargocentron_tiereoides,Holocentridae,0,1,0,45,shallow
Sargocentron_vexillarium,Holocentridae,0,1,0,20,shallow
Sargocentron_violaceum,Holocentridae,0,1,1,30,shallow
Sargocentron_xantherythrum,Holocentridae,0,1,1,217,intermediate
Hoplichthys_acanthopleurus,Hoplichthyidae,0,1,120,457,intermediate
Hoplichthys_citrinus,Hoplichthyidae,0,1,183,490,intermediate
Howella_brodiei,Howellidae,0,1,100,1829,deep
Howella_zina,Howellidae,0,1,322,400,intermediate
Icosteus_aenigmaticus,Icosteidae,0,1,0,1420,deep
Bathypterois_atricolor,Ipnopidae,0,1,250,5150,deep
Bathypterois_grallator,Ipnopidae,0,1,878,4720,deep
Bathypterois_phenax,Ipnopidae,0,1,800,2657,deep
Istiompax_indica,Istiophoridae,0,1,0,915,intermediate
Istiophorus_platypterus,Istiophoridae,0,1,0,200,intermediate
Kajikia_albida,Istiophoridae,0,1,0,150,shallow
Kajikia_audax,Istiophoridae,0,1,0,200,intermediate
Makaira_mazara,Istiophoridae,0,1,0,200,intermediate
